bcr_patient_uuid	bcr_sample_barcode	bcr_analyte_barcode	bcr_analyte_uuid	a260_a280_ratio	amount	analyte_type	analyte_type_id	concentration	gel_image_file	is_derived_from_ffpe	normal_tumor_genotype_match	pcr_amplification_successful	ratio_28s_18s	rinvalue	spectrophotometer_method	subportion_sequence	well_number
a5030259-cf9c-4a58-8710-b9da8ee59320	TCGA-10-0937-01A	TCGA-10-0937-01A-02R	0c5cdff9-10e5-4d0c-ae72-cebbcd6d47a2	1.80	164.00	RNA	R	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	0.90	9.10	UV Spec	[Not Available]	[Not Available]
a5030259-cf9c-4a58-8710-b9da8ee59320	TCGA-10-0937-01A	TCGA-10-0937-01A-02T	ccc203e4-cb22-4c22-9bf3-e1cc8378fa6e	[Not Available]	55.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
a5030259-cf9c-4a58-8710-b9da8ee59320	TCGA-10-0937-01A	TCGA-10-0937-01A-02W	45494804-2418-4212-9699-abd65fab2229	[Not Available]	268.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
a5030259-cf9c-4a58-8710-b9da8ee59320	TCGA-10-0937-11A	TCGA-10-0937-11A-01D	b8402e87-d17a-4995-8876-afd8422f89e4	1.80	277.64	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
a5030259-cf9c-4a58-8710-b9da8ee59320	TCGA-10-0937-11A	TCGA-10-0937-11A-01W	cc378abf-b5f5-442b-85bc-c5897194a1dd	[Not Available]	244.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7ca97692-0bf5-4bbd-81ce-10a051d04bd5	TCGA-10-0938-01A	TCGA-10-0938-01A-02D	109490bc-afd7-4f27-89c5-32b948cdc690	1.90	115.67	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7ca97692-0bf5-4bbd-81ce-10a051d04bd5	TCGA-10-0938-01A	TCGA-10-0938-01A-02G	3876d43d-6361-4d60-a53d-b78282411795	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7ca97692-0bf5-4bbd-81ce-10a051d04bd5	TCGA-10-0938-01A	TCGA-10-0938-01A-02R	fa99d9ea-8c28-4870-886c-bc160ae6b166	1.80	263.00	RNA	R	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.40	9.40	UV Spec	[Not Available]	[Not Available]
7ca97692-0bf5-4bbd-81ce-10a051d04bd5	TCGA-10-0938-01A	TCGA-10-0938-01A-02T	b63603a0-6078-4cd3-9ebe-4264ba190eb6	[Not Available]	94.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7ca97692-0bf5-4bbd-81ce-10a051d04bd5	TCGA-10-0938-01A	TCGA-10-0938-01A-02W	55b0b017-5ab1-4bad-be74-dfcd6e780b53	[Not Available]	356.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7ca97692-0bf5-4bbd-81ce-10a051d04bd5	TCGA-10-0938-11A	TCGA-10-0938-11A-01D	d62b63d6-89b7-4fb5-93ba-303ac5628b96	1.80	449.97	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
7ca97692-0bf5-4bbd-81ce-10a051d04bd5	TCGA-10-0938-11A	TCGA-10-0938-11A-01W	9052e3d2-8bae-4e44-8b45-db2b8d326d48	[Not Available]	296.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
067c5c61-d147-4b08-ab8a-32c30969d564	TCGA-13-0807-01B	TCGA-13-0807-01B-01R	a395f740-3f44-4769-8074-c99386ccbbe7	1.30	9.00	RNA	R	0.01	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	0.00	8.60	UV Spec	[Not Available]	[Not Available]
067c5c61-d147-4b08-ab8a-32c30969d564	TCGA-13-0807-01B	TCGA-13-0807-01B-01T	b1a4797e-1979-4c51-afbe-9324b68d7d21	[Not Available]	9.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
067c5c61-d147-4b08-ab8a-32c30969d564	TCGA-13-0807-01B	TCGA-13-0807-01B-02D	4ee47f69-0624-4f1b-8853-2f7356bc1811	1.90	0.00	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
067c5c61-d147-4b08-ab8a-32c30969d564	TCGA-13-0807-01B	TCGA-13-0807-01B-02G	84674534-c33a-4e21-9d10-434b92b2076c	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.08	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
067c5c61-d147-4b08-ab8a-32c30969d564	TCGA-13-0807-01B	TCGA-13-0807-01B-02W	a6cce503-a398-4eed-88bd-020cdbb46e54	[Not Available]	352.67	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
067c5c61-d147-4b08-ab8a-32c30969d564	TCGA-13-0807-10A	TCGA-13-0807-10A-01D	9a09b2c6-96b7-4243-8bfa-72ca2dedf6d2	1.90	77.67	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
067c5c61-d147-4b08-ab8a-32c30969d564	TCGA-13-0807-10A	TCGA-13-0807-10A-01G	57220af4-acc7-4978-a7b5-f128344d8c2b	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.11	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
067c5c61-d147-4b08-ab8a-32c30969d564	TCGA-13-0807-10A	TCGA-13-0807-10A-01W	7c1655ed-5077-4ea1-ae35-ca5114b6ec07	[Not Available]	191.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
5c159ab5-8475-4d93-89b8-b6befed4a5b3	TCGA-13-0883-01A	TCGA-13-0883-01A-02D	acc3c131-6f61-4ebf-bd28-16edc4d6e47f	1.90	100.37	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
5c159ab5-8475-4d93-89b8-b6befed4a5b3	TCGA-13-0883-01A	TCGA-13-0883-01A-02G	0929338d-f7a0-4fff-86ac-2901b9b6b36a	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.08	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
5c159ab5-8475-4d93-89b8-b6befed4a5b3	TCGA-13-0883-01A	TCGA-13-0883-01A-02R	c12585e6-4b3f-4917-b379-60ca456070be	1.80	126.00	RNA	R	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.00	6.80	UV Spec	[Not Available]	[Not Available]
5c159ab5-8475-4d93-89b8-b6befed4a5b3	TCGA-13-0883-01A	TCGA-13-0883-01A-02T	299dbd4b-eea1-4ae7-a16d-286b705af5fd	[Not Available]	33.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
5c159ab5-8475-4d93-89b8-b6befed4a5b3	TCGA-13-0883-01A	TCGA-13-0883-01A-02W	6c8a099b-c4c7-464f-a617-a004288b2ef4	[Not Available]	250.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
5c159ab5-8475-4d93-89b8-b6befed4a5b3	TCGA-13-0883-10A	TCGA-13-0883-10A-01D	cc722bfd-ec92-4986-9a2d-e48ead68985c	1.90	27.67	DNA	D	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
5c159ab5-8475-4d93-89b8-b6befed4a5b3	TCGA-13-0883-10A	TCGA-13-0883-10A-01G	19763e91-f58e-42c7-b208-510bd2759e1f	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
5c159ab5-8475-4d93-89b8-b6befed4a5b3	TCGA-13-0883-10A	TCGA-13-0883-10A-01W	5f37a74f-0bd8-4d53-8c1f-b47da280ae0b	[Not Available]	387.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
2a924999-1fbf-470a-97bd-fd2276a9a366	TCGA-13-0885-01A	TCGA-13-0885-01A-02D	9dd10cbb-ff62-4246-af1c-7c7a5a9deff1	1.90	243.37	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
2a924999-1fbf-470a-97bd-fd2276a9a366	TCGA-13-0885-01A	TCGA-13-0885-01A-02G	f99a9777-19b5-44db-bbdb-8968142c6680	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.07	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
2a924999-1fbf-470a-97bd-fd2276a9a366	TCGA-13-0885-01A	TCGA-13-0885-01A-02R	34a40847-50c8-4150-910a-cf62c86c7e09	1.80	254.00	RNA	R	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.10	6.90	UV Spec	[Not Available]	[Not Available]
2a924999-1fbf-470a-97bd-fd2276a9a366	TCGA-13-0885-01A	TCGA-13-0885-01A-02T	bc866f6a-5cb0-4f34-93a3-b05970744bd6	[Not Available]	34.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
2a924999-1fbf-470a-97bd-fd2276a9a366	TCGA-13-0885-01A	TCGA-13-0885-01A-02W	2d534800-d95f-4c57-a059-d8103365b030	[Not Available]	352.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
2a924999-1fbf-470a-97bd-fd2276a9a366	TCGA-13-0885-10A	TCGA-13-0885-10A-01D	22f691cd-659b-4180-bb31-cebd5b38018b	1.80	25.67	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
2a924999-1fbf-470a-97bd-fd2276a9a366	TCGA-13-0885-10A	TCGA-13-0885-10A-01G	7328afb6-11aa-46ea-bcb2-151c8a13a2f2	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.11	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
2a924999-1fbf-470a-97bd-fd2276a9a366	TCGA-13-0885-10A	TCGA-13-0885-10A-01W	f7d91e01-4563-4f30-9747-3fdd587e3dd5	[Not Available]	199.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
91de8a74-a1e6-46b6-a06e-70aedf2c3eaf	TCGA-13-0886-01A	TCGA-13-0886-01A-01D	7857aaf7-4a88-4fd6-a253-ee623dcd7a70	1.90	254.37	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
91de8a74-a1e6-46b6-a06e-70aedf2c3eaf	TCGA-13-0886-01A	TCGA-13-0886-01A-01G	abf7c65e-c586-4811-852a-907483addc82	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.09	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
91de8a74-a1e6-46b6-a06e-70aedf2c3eaf	TCGA-13-0886-01A	TCGA-13-0886-01A-01R	782116c6-8d36-4e87-b5b4-dc592e987556	1.80	270.00	RNA	R	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.50	6.70	UV Spec	[Not Available]	[Not Available]
91de8a74-a1e6-46b6-a06e-70aedf2c3eaf	TCGA-13-0886-01A	TCGA-13-0886-01A-01T	4b810baf-f77e-4bb0-a254-2b08f664820f	[Not Available]	51.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
91de8a74-a1e6-46b6-a06e-70aedf2c3eaf	TCGA-13-0886-01A	TCGA-13-0886-01A-01W	914ea7e7-3ee2-4933-ad35-3c2de930c498	[Not Available]	410.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
91de8a74-a1e6-46b6-a06e-70aedf2c3eaf	TCGA-13-0886-10A	TCGA-13-0886-10A-01D	4ebc5120-53f2-435d-a9d2-f1c6296ad462	1.80	42.67	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
91de8a74-a1e6-46b6-a06e-70aedf2c3eaf	TCGA-13-0886-10A	TCGA-13-0886-10A-01G	cf63daed-e8c1-450b-9b38-3774476fe5ef	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
91de8a74-a1e6-46b6-a06e-70aedf2c3eaf	TCGA-13-0886-10A	TCGA-13-0886-10A-01W	1218204d-0ec2-4a35-9c71-df70690d0ee4	[Not Available]	163.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
14c58def-60ee-48e0-a74b-da4eb77ef344	TCGA-13-0887-01A	TCGA-13-0887-01A-01D	d1fc70fc-59ca-4942-9212-69dc176960c0	1.90	703.37	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
14c58def-60ee-48e0-a74b-da4eb77ef344	TCGA-13-0887-01A	TCGA-13-0887-01A-01G	3c621190-90aa-42cc-9d09-98152fd265df	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.05	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
14c58def-60ee-48e0-a74b-da4eb77ef344	TCGA-13-0887-01A	TCGA-13-0887-01A-01R	777c75d8-3664-4549-877c-82b96ed112e4	1.80	497.00	RNA	R	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.40	7.40	UV Spec	[Not Available]	[Not Available]
14c58def-60ee-48e0-a74b-da4eb77ef344	TCGA-13-0887-01A	TCGA-13-0887-01A-01T	ad29ab6e-b759-470d-a041-553f785a9741	[Not Available]	104.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
14c58def-60ee-48e0-a74b-da4eb77ef344	TCGA-13-0887-01A	TCGA-13-0887-01A-01W	dc81635e-5220-4925-b477-946d5005fd80	[Not Available]	344.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
14c58def-60ee-48e0-a74b-da4eb77ef344	TCGA-13-0887-10A	TCGA-13-0887-10A-01D	79f5afe6-2eb0-4394-8133-592e447c5a2a	1.90	31.67	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
14c58def-60ee-48e0-a74b-da4eb77ef344	TCGA-13-0887-10A	TCGA-13-0887-10A-01G	1e47c3a3-21d9-4c39-b7d7-d65506571707	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
14c58def-60ee-48e0-a74b-da4eb77ef344	TCGA-13-0887-10A	TCGA-13-0887-10A-01W	febdb105-39dc-4800-af4d-fb2b1dabbc87	[Not Available]	396.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
6cf9f872-2e59-45cf-bb5e-ebd7fa1b3caf	TCGA-13-0888-01A	TCGA-13-0888-01A-01D	82aea767-feef-47d5-8f38-5561ce4875a4	1.90	228.37	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
6cf9f872-2e59-45cf-bb5e-ebd7fa1b3caf	TCGA-13-0888-01A	TCGA-13-0888-01A-01G	a2d2a5ac-b280-4794-ac17-0e22e030c4fe	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.06	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
6cf9f872-2e59-45cf-bb5e-ebd7fa1b3caf	TCGA-13-0888-01A	TCGA-13-0888-01A-01R	344f5204-ebba-454b-a47f-facfb6611bda	1.80	129.00	RNA	R	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	2.00	7.40	UV Spec	[Not Available]	[Not Available]
6cf9f872-2e59-45cf-bb5e-ebd7fa1b3caf	TCGA-13-0888-01A	TCGA-13-0888-01A-01T	57827d0c-76e5-45c7-bd8d-6958136a886c	[Not Available]	14.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
6cf9f872-2e59-45cf-bb5e-ebd7fa1b3caf	TCGA-13-0888-01A	TCGA-13-0888-01A-01W	2395b6ce-600f-44ee-b5eb-c386e163965e	[Not Available]	366.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
6cf9f872-2e59-45cf-bb5e-ebd7fa1b3caf	TCGA-13-0888-10A	TCGA-13-0888-10A-01D	2a62cd34-8556-4953-a90d-a757b96a753a	1.90	34.67	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
6cf9f872-2e59-45cf-bb5e-ebd7fa1b3caf	TCGA-13-0888-10A	TCGA-13-0888-10A-01G	156dd117-b5eb-4621-94a7-0a407e5e1e9d	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.12	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
6cf9f872-2e59-45cf-bb5e-ebd7fa1b3caf	TCGA-13-0888-10A	TCGA-13-0888-10A-01W	d81c4c1a-a5bf-43ff-9219-fd1c13be6a2b	[Not Available]	374.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
e3712e5a-4575-440f-89d1-8db9498baa88	TCGA-13-0889-01A	TCGA-13-0889-01A-01D	3958e13c-7e93-42d1-84ef-6343df863f1f	1.90	18.07	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
e3712e5a-4575-440f-89d1-8db9498baa88	TCGA-13-0889-01A	TCGA-13-0889-01A-01G	96f51f58-3231-4578-9673-23ca4e74bba1	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.05	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
e3712e5a-4575-440f-89d1-8db9498baa88	TCGA-13-0889-01A	TCGA-13-0889-01A-01R	0b778201-09ec-49b0-b530-29c92213a25d	1.80	256.00	RNA	R	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.50	7.60	UV Spec	[Not Available]	[Not Available]
e3712e5a-4575-440f-89d1-8db9498baa88	TCGA-13-0889-01A	TCGA-13-0889-01A-01T	d39e95d5-fd90-4a81-8d1b-cb2c0cc46209	[Not Available]	33.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
e3712e5a-4575-440f-89d1-8db9498baa88	TCGA-13-0889-01A	TCGA-13-0889-01A-01W	9dcfdc80-31c5-4266-b440-33ad4c1fc29e	[Not Available]	196.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
e3712e5a-4575-440f-89d1-8db9498baa88	TCGA-13-0889-10A	TCGA-13-0889-10A-01D	1d0afc93-04b1-4fdc-88b1-0de68a5e87c4	1.90	46.67	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
e3712e5a-4575-440f-89d1-8db9498baa88	TCGA-13-0889-10A	TCGA-13-0889-10A-01G	a96974d9-3434-443d-83a8-954a00db74ef	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
e3712e5a-4575-440f-89d1-8db9498baa88	TCGA-13-0889-10A	TCGA-13-0889-10A-01W	622df55f-2728-4f8c-b1e1-38c9da9412c7	[Not Available]	439.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ee0a4a13-613e-4c5d-96c3-8083a013702d	TCGA-13-0890-01A	TCGA-13-0890-01A-01D	6a717f93-784f-4fa0-8bd0-c584470edcdb	1.90	30.67	DNA	D	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ee0a4a13-613e-4c5d-96c3-8083a013702d	TCGA-13-0890-01A	TCGA-13-0890-01A-01G	139d94ad-8fd8-44e7-953d-b50bd123453f	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.07	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ee0a4a13-613e-4c5d-96c3-8083a013702d	TCGA-13-0890-01A	TCGA-13-0890-01A-01R	5ec75488-7424-4429-8c4d-d66af502da58	1.80	185.30	RNA	R	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	1.30	8.80	UV Spec	[Not Available]	[Not Available]
ee0a4a13-613e-4c5d-96c3-8083a013702d	TCGA-13-0890-01A	TCGA-13-0890-01A-01T	f7fbcb74-437a-4963-b030-bb33cf987d95	[Not Available]	48.00	Total RNA	T	0.10	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	[Not Available]	[Not Available]	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ee0a4a13-613e-4c5d-96c3-8083a013702d	TCGA-13-0890-01A	TCGA-13-0890-01A-01W	ce8f6bf4-6993-41e8-a7fe-4bfb53e36058	[Not Available]	385.00	Repli-G (Qiagen) DNA	W	0.50	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ee0a4a13-613e-4c5d-96c3-8083a013702d	TCGA-13-0890-10A	TCGA-13-0890-10A-01D	fd82f8fe-d61b-4c73-b8c8-85fc9a46d8f3	1.90	2.97	DNA	D	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	YES	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
ee0a4a13-613e-4c5d-96c3-8083a013702d	TCGA-13-0890-10A	TCGA-13-0890-10A-01G	f13bf71a-b864-4bdb-a558-53d0a0ecb79f	[Not Available]	0.00	GenomePlex (Rubicon) Amplified DNA	G	0.12	https://sharedoc.nchri.org/tcga-bcr/default.aspx	NO	YES	NO	[Not Available]	[Not Available]	UV Spec	[Not Available]	[Not Available]
